40, 0.2703585624694824, 4.094743490219116, 97.31855487823486
80, 0.24828743934631348, 3.825242280960083, 90.49211573600769
120, 0.252028226852417, 3.7143449783325195, 87.85042238235474
160, 0.2476975917816162, 3.532663106918335, 84.7046332359314
200, 0.25487828254699707, 3.8439860343933105, 92.25035429000854
240, 0.2679781913757324, 3.7825417518615723, 87.7009825706482
280, 0.24977588653564453, 3.7289867401123047, 89.66810250282288
320, 0.24884271621704102, 3.53690242767334, 83.89400172233582
360, 0.25550150871276855, 3.665968656539917, 88.5750949382782
400, 0.24846792221069336, 3.839165449142456, 88.95045518875122
400, 0.25121283531188965, 3.779390573501587, 89.48629188537598
800, 0.2497234344482422, 3.5345916748046875, 84.97951412200928
1200, 0.2505936622619629, 3.643186092376709, 88.95472049713135
1600, 0.25502467155456543, 3.566555976867676, 85.43585753440857
2000, 0.25293874740600586, 3.6725733280181885, 86.09180688858032
2400, 0.2573375701904297, 3.570603847503662, 86.07818627357483
2800, 0.25385212898254395, 3.64874529838562, 84.89961862564087
3200, 0.2503926753997803, 3.6192290782928467, 86.25797414779663
3600, 0.25528526306152344, 3.632573127746582, 85.19222736358643
4000, 0.264545202255249, 3.541602849960327, 85.67413830757141
4400, 0.2594177722930908, 3.6193411350250244, 86.78273630142212
4800, 0.25583815574645996, 3.59921932220459, 85.94321131706238
5200, 0.255126953125, 3.626305103302002, 85.91821503639221
5600, 0.2588353157043457, 3.6022090911865234, 86.6257905960083
6000, 0.2574269771575928, 3.5766496658325195, 83.9020631313324
6400, 0.268543004989624, 3.629772901535034, 86.50152969360352
6800, 0.2680470943450928, 3.6349997520446777, 85.8815438747406
7200, 0.26164889335632324, 3.6494381427764893, 86.1327075958252
7600, 0.2591238021850586, 3.566507577896118, 83.9977662563324
